State,Month,Year,Min_Temp,Max_Temp,Humidity,Rainfall
Chattisgarh,3,2024,23.18,32.52,41.59516129032258,1.1761290322580646
Chattisgarh,4,2019,31.03,37.22,21.276,0.30666666666666664
Chattisgarh,4,2020,28.32,33.86,40.09566666666667,1.2393333333333334
Chattisgarh,4,2021,30.34,34.73,18.388666666666666,0.18933333333333333
Chattisgarh,4,2022,32.53,37.03,21.689,0.26166666666666666
Chattisgarh,4,2023,27.79,35.75,36.473333333333336,1.3479999999999999
Chattisgarh,4,2024,26.46,35.8,35.983,1.2556666666666667
Chattisgarh,5,2019,33.85,38.95,21.52225806451613,0.22580645161290322
Chattisgarh,5,2020,30.75,35.59,43.67741935483871,3.9374193548387098
Chattisgarh,5,2021,29.9,35.51,45.61258064516129,3.574193548387097
Chattisgarh,5,2022,33.08,37.69,34.328709677419354,1.3974193548387097
Chattisgarh,5,2023,26.75,36.15,40.54709677419355,2.3351612903225805
Chattisgarh,5,2024,30.72,40.52,31.609354838709677,0.8274193548387097
Chattisgarh,6,2019,28.49,39.27,49.541666666666664,3.5496666666666665
Chattisgarh,6,2020,26.99,33.32,71.96933333333332,11.736333333333333
Chattisgarh,6,2021,26.06,35.06,72.08,8.374
Chattisgarh,6,2022,28.25,39.05,52.66833333333333,3.8016666666666667
Chattisgarh,6,2023,25.38,39.77,43.182,5.842666666666667
Chattisgarh,6,2024,27.95,39.49,53.61533333333333,5.814666666666667
Chattisgarh,7,2019,25.99,29.71,80.57903225806452,12.384516129032258
Chattisgarh,7,2020,25.93,29.34,84.29741935483872,9.158709677419356
Chattisgarh,7,2021,25.2,28.77,83.99935483870968,14.91483870967742
Chattisgarh,7,2022,25.99,29.55,83.24870967741936,11.818387096774194
Chattisgarh,7,2023,26.83,30.14,82.81129032258065,14.632258064516128
Chattisgarh,7,2024,26.39,29.9,82.41193548387096,13.513548387096774
Chattisgarh,8,2019,25.79,27.98,87.40612903225806,14.55483870967742
Chattisgarh,8,2020,25.16,29.33,89.12483870967742,16.751612903225805
Chattisgarh,8,2021,25.65,27.82,86.52935483870968,6.3432258064516125
Chattisgarh,8,2022,25.03,28.16,87.59451612903226,17.523870967741935
Chattisgarh,8,2023,25.34,27.53,87.85516129032258,11.521612903225806
Chattisgarh,8,2024,25.27,27.72,89.68387096774192,12.290967741935484
Chattisgarh,9,2019,24.58,28.13,90.10300000000001,15.967
Chattisgarh,9,2020,25.59,28.45,84.88366666666666,5.5649999999999995
Chattisgarh,9,2021,24.72,28.05,87.81066666666668,10.760666666666667
Chattisgarh,9,2022,24.47,27.81,87.41699999999999,6.620333333333334
Chattisgarh,9,2023,24.84,28.01,87.90933333333332,14.495666666666667
Chattisgarh,9,2024,25.11,28.13,88.32533333333335,7.920333333333333
Chattisgarh,10,2019,21.28,25.64,85.13290322580644,2.5987096774193548
Chattisgarh,10,2020,21.42,27.16,81.54516129032258,2.043225806451613
Chattisgarh,10,2021,20.0,27.61,80.63064516129033,0.9870967741935485
Chattisgarh,10,2022,20.36,26.63,81.84612903225806,2.807741935483871
Chattisgarh,10,2023,20.47,26.6,77.21516129032258,0.9574193548387097
Chattisgarh,10,2024,22.96,27.69,83.22806451612904,0.39064516129032256
Chattisgarh,11,2019,19.01,24.02,79.56533333333333,0.013666666666666667
Chattisgarh,11,2020,16.73,23.63,77.20666666666666,0.211
Chattisgarh,11,2021,17.55,24.24,79.02466666666666,0.9126666666666666
Chattisgarh,11,2022,16.41,21.63,73.70566666666667,0.0
Chattisgarh,11,2023,17.54,23.52,80.216,0.24833333333333332
Chattisgarh,11,2024,16.79,24.19,75.28733333333334,0.019666666666666666
Chattisgarh,12,2019,10.34,20.44,79.2567741935484,0.07548387096774194
Chattisgarh,12,2020,14.61,20.61,66.51290322580645,0.016129032258064516
Chattisgarh,12,2021,12.23,20.77,73.30129032258066,2.7351612903225804
Chattisgarh,12,2022,15.12,20.43,69.74935483870968,0.0
Chattisgarh,12,2023,13.77,20.62,77.87516129032258,0.9854838709677419
Chattisgarh,12,2024,14.43,22.61,74.78999999999999,0.19000000000000003
Goa,1,2019,21.22,24.96,38.520967741935486,0.0
Goa,1,2020,20.52,24.92,67.44225806451612,0.01161290322580645
Goa,1,2021,21.57,26.09,67.42903225806452,0.3809677419354839
Goa,1,2022,18.45,23.59,70.89451612903225,0.004838709677419355
Goa,1,2023,21.69,26.13,51.23903225806452,0.0006451612903225806
Goa,1,2024,22.5,26.09,56.24322580645161,0.29774193548387096
Goa,1,2025,20.95,24.89,55.98516129032258,0.0003225806451612903
Goa,2,2019,23.36,29.25,40.665,0.0
Goa,2,2020,20.82,28.1,50.2203448275862,0.04551724137931035
Goa,2,2021,23.78,27.7,51.722142857142856,0.3885714285714285
Goa,2,2022,21.4,27.04,55.1875,0.0
Goa,2,2023,25.81,28.17,31.703928571428573,0.0
Goa,2,2024,22.86,29.8,42.08931034482758,0.0
Goa,3,2019,24.55,29.96,48.012903225806454,0.4087096774193548
Goa,3,2020,23.94,30.06,53.388387096774196,0.39967741935483875
Goa,3,2021,27.06,31.25,46.80225806451613,0.13548387096774195
Goa,3,2022,26.73,30.17,51.22774193548387,0.3216129032258065
Goa,3,2023,24.38,29.07,41.29838709677419,0.0003225806451612903
Goa,3,2024,26.48,30.75,46.089999999999996,0.01096774193548387
Goa,4,2019,28.14,31.98,53.71666666666667,0.6706666666666667
Goa,4,2020,28.49,31.18,55.55566666666667,1.22
Goa,4,2021,26.8,30.69,56.333,1.0683333333333331
Goa,4,2022,26.88,30.45,61.49366666666666,1.7003333333333333
Goa,4,2023,25.96,31.06,51.498666666666665,0.394
Goa,4,2024,27.41,32.09,55.239000000000004,2.3013333333333335
Goa,5,2019,27.41,32.01,58.574838709677415,0.22935483870967743
Goa,5,2020,26.33,32.1,62.7658064516129,1.5316129032258066
Goa,5,2021,25.02,29.89,78.74806451612903,10.201290322580645
Goa,5,2022,24.81,29.72,71.94774193548388,2.7135483870967745
Goa,5,2023,27.68,30.68,60.245483870967746,1.28
Goa,5,2024,27.68,30.4,68.43612903225807,2.6470967741935483
Goa,6,2019,23.91,29.48,79.63633333333334,14.956999999999999
Goa,6,2020,24.14,26.25,88.76866666666666,18.332333333333334
Goa,6,2021,23.14,26.37,90.02666666666667,18.47533333333333
Goa,6,2022,23.9,28.21,85.05533333333332,14.349333333333334
Goa,6,2023,24.03,29.86,77.85966666666667,9.654
Goa,6,2024,22.99,28.83,86.99666666666667,16.290666666666667
Goa,7,2019,23.53,25.18,93.54516129032258,23.434838709677418
Goa,7,2020,23.31,25.03,92.72387096774193,22.9
Goa,7,2021,22.36,24.76,93.76645161290324,23.513548387096773
Goa,7,2022,22.94,26.29,92.61903225806452,19.62516129032258
Goa,7,2023,23.08,25.27,92.95645161290322,28.587741935483873
Goa,7,2024,23.7,25.42,94.29354838709678,36.078709677419354
Goa,8,2019,23.21,24.67,93.1741935483871,29.206451612903226
Goa,8,2020,23.54,24.83,93.89193548387097,22.20387096774194
Goa,8,2021,22.6,24.68,90.43129032258064,5.847741935483871
Goa,8,2022,22.91,25.45,92.09645161290322,11.71516129032258
Goa,8,2023,23.15,24.95,89.75548387096775,4.476774193548387
Goa,8,2024,23.93,26.33,92.79741935483871,14.727741935483872
Goa,9,2019,22.52,24.93,92.17666666666668,12.542
Goa,9,2020,22.55,26.49,91.83466666666666,15.310333333333334
Goa,9,2021,21.9,24.69,91.39266666666667,9.613333333333333
Goa,9,2022,22.55,25.54,90.95666666666666,9.099666666666668
Goa,9,2023,23.1,25.03,90.96266666666666,10.867333333333333
Goa,9,2024,23.3,25.84,91.41499999999999,9.435333333333334
Goa,10,2019,22.82,25.33,90.63129032258065,12.543548387096775
Goa,10,2020,22.78,25.27,90.27354838709678,7.678709677419355
Goa,10,2021,22.14,26.26,87.63129032258065,5.012903225806451
Goa,10,2022,20.77,24.99,86.19387096774194,3.6061290322580644
Goa,10,2023,22.38,26.06,83.58870967741936,1.297741935483871
Goa,10,2024,23.42,26.19,88.90645161290323,12.323225806451612
Goa,11,2019,20.6,25.06,85.17533333333334,0.5993333333333334
Goa,11,2020,19.3,24.66,83.79566666666666,0.015333333333333334
Goa,11,2021,20.74,25.23,87.15333333333334,4.257666666666667
Goa,11,2022,19.51,24.95,79.35433333333334,0.11933333333333333
Goa,11,2023,22.93,25.38,80.421,1.4003333333333332
Goa,11,2024,19.72,25.15,82.17466666666665,0.4206666666666667
Goa,12,2019,21.09,25.07,78.6032258064516,0.05129032258064516
Goa,12,2020,20.21,24.11,72.65354838709676,0.1267741935483871
Goa,12,2021,18.62,23.37,81.93677419354839,1.9587096774193549
Goa,12,2022,21.16,26.37,67.77580645161291,0.23129032258064516
Goa,12,2023,22.76,26.11,61.303870967741936,0.012580645161290323
Goa,12,2024,19.78,25.44,78.5374193548387,0.47516129032258064
Gujarat,1,2019,15.34,23.62,27.503225806451614,0.01838709677419355
Gujarat,1,2020,12.94,20.74,57.85387096774193,0.004838709677419355
Gujarat,1,2021,15.55,22.43,35.357741935483865,0.0
Gujarat,1,2022,14.65,23.54,46.20645161290323,0.05774193548387097
Gujarat,1,2023,15.58,22.51,32.86774193548387,0.01161290322580645
Gujarat,1,2024,18.23,22.72,34.98225806451613,0.0012903225806451613
Gujarat,1,2025,16.01,23.23,37.92580645161291,0.0
Gujarat,2,2019,16.36,25.39,34.25714285714286,0.0017857142857142859
Gujarat,2,2020,16.71,26.5,32.59034482758621,0.0
Gujarat,2,2021,19.62,27.22,33.69642857142857,0.0
Gujarat,2,2022,19.87,25.39,39.40464285714285,0.0
Gujarat,2,2023,19.29,27.84,29.163214285714286,0.0
Gujarat,2,2024,20.76,28.1,31.227586206896554,0.0
Gujarat,3,2019,22.82,32.06,33.08129032258064,0.0
Gujarat,3,2020,20.91,30.77,37.77483870967742,0.04806451612903226
Gujarat,3,2021,25.45,31.32,33.4441935483871,0.0
Gujarat,3,2022,24.46,32.33,28.551290322580645,0.0
Gujarat,3,2023,24.18,29.89,39.47838709677419,0.8132258064516129
Gujarat,3,2024,19.26,32.06,32.82677419354839,0.11870967741935484
Gujarat,4,2019,27.84,35.12,35.711999999999996,0.04733333333333333
Gujarat,4,2020,28.82,35.26,35.973333333333336,0.008
Gujarat,4,2021,30.19,34.58,38.467333333333336,0.028666666666666667
Gujarat,4,2022,31.31,34.67,35.05233333333333,0.0003333333333333333
Gujarat,4,2023,27.81,32.36,41.93866666666667,0.41633333333333333
Gujarat,4,2024,28.36,35.12,38.35133333333333,0.07066666666666667
Gujarat,5,2019,30.1,34.53,46.63225806451613,0.008064516129032258
Gujarat,5,2020,32.79,35.16,45.33774193548387,0.004838709677419355
Gujarat,5,2021,26.68,37.29,49.857741935483865,1.8699999999999999
Gujarat,5,2022,31.69,36.5,46.45741935483871,0.0
Gujarat,5,2023,27.83,34.88,48.42709677419355,0.702258064516129
Gujarat,5,2024,31.56,36.69,41.35064516129032,0.27741935483870966
Gujarat,6,2019,29.11,35.69,58.223,2.8489999999999998
Gujarat,6,2020,29.7,34.16,67.89833333333334,4.474666666666667
Gujarat,6,2021,28.27,33.99,61.34133333333333,4.027666666666667
Gujarat,6,2022,30.5,33.95,59.10966666666666,2.013333333333333
Gujarat,6,2023,27.7,34.31,65.73033333333333,7.972666666666667
Gujarat,6,2024,29.83,35.05,55.85933333333333,3.0963333333333334
Gujarat,7,2019,27.4,33.27,68.53645161290324,5.040645161290322
Gujarat,7,2020,27.75,30.71,79.41774193548386,7.105483870967742
Gujarat,7,2021,27.33,31.07,72.94096774193548,4.122903225806452
Gujarat,7,2022,26.08,28.98,83.35612903225807,11.316129032258065
Gujarat,7,2023,26.87,29.89,84.48709677419355,9.979354838709678
Gujarat,7,2024,28.33,31.22,78.16935483870968,6.231612903225806
Gujarat,8,2019,26.27,28.71,83.53451612903227,12.50290322580645
Gujarat,8,2020,25.44,29.74,87.36483870967741,18.966129032258067
Gujarat,8,2021,26.87,29.42,72.25451612903225,1.726451612903226
Gujarat,8,2022,25.95,29.26,84.19258064516129,5.836774193548387
Gujarat,8,2023,26.36,27.91,80.34870967741935,0.2754838709677419
Gujarat,8,2024,26.18,29.5,82.1,13.179677419354839
Gujarat,9,2019,25.52,28.25,88.373,11.354000000000001
Gujarat,9,2020,25.78,28.73,85.10833333333333,3.241
Gujarat,9,2021,26.53,28.94,85.30966666666667,12.974666666666668
Gujarat,9,2022,25.28,28.86,83.71900000000001,5.220666666666667
Gujarat,9,2023,26.37,29.45,77.348,3.562333333333333
Gujarat,9,2024,26.09,28.06,84.24433333333333,4.6803333333333335
Gujarat,10,2019,22.82,27.03,80.17451612903226,1.6261290322580642
Gujarat,10,2020,23.71,27.77,73.25483870967743,1.4138709677419354
Gujarat,10,2021,22.76,28.58,73.85,0.0929032258064516
Gujarat,10,2022,24.08,28.25,66.54161290322581,0.3987096774193548
Gujarat,10,2023,26.1,29.03,61.21322580645161,0.061612903225806454
Gujarat,10,2024,25.81,27.86,78.06806451612904,1.58
Gujarat,11,2019,19.28,26.2,78.75666666666666,0.4993333333333333
Gujarat,11,2020,17.49,24.26,60.97633333333333,0.0
Gujarat,11,2021,20.45,25.93,61.45133333333333,0.10333333333333333
Gujarat,11,2022,20.8,27.21,50.403,0.005333333333333333
Gujarat,11,2023,19.5,28.16,46.32566666666666,0.942
Gujarat,11,2024,18.45,26.43,59.080333333333336,0.0
Gujarat,12,2019,13.58,22.34,67.5374193548387,0.004193548387096774
Gujarat,12,2020,13.34,23.34,54.545806451612904,0.13516129032258062
Gujarat,12,2021,15.29,22.2,58.071612903225805,0.16225806451612904
Gujarat,12,2022,17.48,25.63,38.29870967741935,0.0070967741935483875
Gujarat,12,2023,18.94,23.07,48.91290322580645,0.0035483870967741938
Gujarat,12,2024,14.8,22.07,50.82290322580645,0.0
Haryana,1,2019,9.12,16.86,46.27193548387097,0.8612903225806451
Haryana,1,2020,8.61,14.99,63.238064516129036,0.8745161290322581
Haryana,1,2021,10.11,16.19,55.72483870967742,1.0106451612903227
Haryana,1,2022,9.82,15.23,70.23838709677419,2.684516129032258
Haryana,1,2023,7.85,15.13,50.42290322580646,0.6935483870967742
Haryana,1,2024,10.51,16.25,47.71,0.11
Haryana,1,2025,9.54,16.55,50.2458064516129,0.34451612903225803
Haryana,2,2019,11.39,19.31,51.85785714285714,0.5378571428571428
Haryana,2,2020,11.29,20.27,50.13793103448276,0.5017241379310345
Haryana,2,2021,13.16,24.45,37.669285714285714,0.18142857142857144
Haryana,2,2022,11.67,18.34,59.614285714285714,0.6903571428571428
Haryana,2,2023,12.51,23.3,36.9525,0.00035714285714285714
Haryana,2,2024,11.84,20.76,43.88379310344827,0.5475862068965518
Haryana,3,2019,15.68,29.86,38.54354838709678,0.30451612903225805
Haryana,3,2020,15.85,24.49,59.111612903225804,2.6616129032258065
Haryana,3,2021,20.0,30.21,27.708387096774196,0.18129032258064517
Haryana,3,2022,17.48,30.82,40.56838709677419,0.002258064516129032
Haryana,3,2023,19.54,26.72,44.47451612903226,1.8225806451612903
Haryana,3,2024,12.46,29.76,36.324516129032254,0.8393548387096774
Haryana,4,2019,22.97,34.64,28.176666666666666,0.41333333333333333
Haryana,4,2020,22.09,32.59,41.91166666666666,0.4106666666666667
Haryana,4,2021,24.6,33.99,21.024,0.16999999999999998
Haryana,4,2022,29.33,36.24,15.921,0.03766666666666666
Haryana,4,2023,22.25,32.65,37.994,0.7406666666666666
Haryana,4,2024,24.77,33.03,26.142666666666667,0.322
Haryana,5,2019,28.24,38.15,28.962903225806453,1.444193548387097
Haryana,5,2020,29.43,38.32,32.826129032258066,1.7364516129032257
Haryana,5,2021,27.29,34.9,33.89741935483871,2.5161290322580645
Haryana,5,2022,29.1,38.41,25.891612903225806,1.34
Haryana,5,2023,23.05,36.62,39.77258064516129,2.6683870967741936
Haryana,5,2024,26.42,40.48,18.728387096774195,0.06064516129032258
Haryana,6,2019,31.65,40.16,29.161,1.1656666666666666
Haryana,6,2020,29.9,38.51,41.260999999999996,1.7466666666666666
Haryana,6,2021,30.45,38.22,42.78866666666667,2.1056666666666666
Haryana,6,2022,31.53,39.11,31.884333333333334,2.4429999999999996
Haryana,6,2023,27.38,36.63,50.595,3.7939999999999996
Haryana,6,2024,30.95,40.98,31.290666666666667,2.4076666666666666
Haryana,7,2019,28.5,38.52,58.024193548387096,6.3270967741935475
Haryana,7,2020,29.07,38.69,60.324838709677415,6.77741935483871
Haryana,7,2021,28.54,38.41,62.83483870967742,10.461612903225806
Haryana,7,2022,28.52,35.02,70.36967741935484,10.799354838709677
Haryana,7,2023,28.87,34.62,75.77290322580646,7.38516129032258
Haryana,7,2024,30.11,35.11,65.13677419354839,4.677741935483871
Haryana,8,2019,27.95,32.88,70.47193548387096,3.6512903225806452
Haryana,8,2020,27.85,34.26,76.56870967741936,8.384516129032258
Haryana,8,2021,27.43,30.81,75.30935483870968,5.761290322580645
Haryana,8,2022,27.14,30.93,77.44483870967741,2.0780645161290323
Haryana,8,2023,29.55,32.66,67.6841935483871,1.6829032258064516
Haryana,8,2024,27.65,30.99,80.36387096774195,7.218709677419355
Haryana,9,2019,27.55,32.23,65.73166666666667,1.275
Haryana,9,2020,27.92,30.86,64.57900000000001,1.016
Haryana,9,2021,25.81,29.04,84.714,8.076333333333332
Haryana,9,2022,26.43,32.03,69.62599999999999,7.0343333333333335
Haryana,9,2023,27.75,32.46,61.62766666666666,1.274
Haryana,9,2024,27.04,31.07,77.568,3.9823333333333335
Haryana,10,2019,23.38,28.23,52.54516129032258,0.9751612903225807
Haryana,10,2020,21.38,29.27,33.609032258064516,0.0006451612903225806
Haryana,10,2021,19.57,28.92,67.45677419354838,1.3341935483870968
Haryana,10,2022,21.75,27.03,65.61064516129032,1.4903225806451612
Haryana,10,2023,22.88,30.34,50.19935483870968,1.577741935483871
Haryana,10,2024,25.52,29.79,52.95322580645161,0.03516129032258065
Haryana,11,2019,15.11,24.97,51.47233333333334,0.8213333333333334
Haryana,11,2020,14.85,22.76,36.650666666666666,0.21933333333333332
Haryana,11,2021,15.57,21.19,54.83133333333333,0.009333333333333334
Haryana,11,2022,16.27,23.92,58.267,0.01
Haryana,11,2023,17.13,23.84,53.06333333333334,0.23666666666666666
Haryana,11,2024,18.68,25.81,43.737,0.0
Haryana,12,2019,6.93,16.06,54.872580645161285,0.5367741935483871
Haryana,12,2020,9.47,19.86,43.17225806451613,0.03129032258064516
Haryana,12,2021,8.11,18.49,54.14032258064516,0.13903225806451613
Haryana,12,2022,9.96,18.17,48.27774193548387,0.003870967741935484
Haryana,12,2023,13.06,18.93,47.88677419354839,0.002903225806451613
Haryana,12,2024,11.58,19.72,44.07354838709677,1.2238709677419355
Himachal Pradesh,1,2019,5.31,14.84,59.27161290322581,2.131612903225806
Himachal Pradesh,1,2020,4.44,12.22,65.42096774193548,3.28
Himachal Pradesh,1,2021,9.13,14.17,45.44967741935484,0.7074193548387097
Himachal Pradesh,1,2022,6.44,13.02,71.14870967741936,5.224516129032258
Himachal Pradesh,1,2023,7.68,14.23,59.37677419354839,1.545483870967742
Himachal Pradesh,1,2024,8.26,13.56,48.84806451612903,0.1570967741935484
Himachal Pradesh,1,2025,8.41,17.64,45.026774193548384,0.3867741935483871
Himachal Pradesh,2,2019,6.55,14.41,67.12428571428572,4.142142857142857
Himachal Pradesh,2,2020,7.15,16.43,57.18793103448276,0.9582758620689655
Himachal Pradesh,2,2021,8.75,19.25,45.30535714285714,1.1457142857142857
Himachal Pradesh,2,2022,6.84,14.74,65.83785714285715,2.1535714285714285
Himachal Pradesh,2,2023,9.51,19.35,46.786071428571425,0.5917857142857142
Himachal Pradesh,2,2024,8.14,15.51,51.49586206896552,2.360344827586207
Himachal Pradesh,3,2019,10.1,23.05,60.50806451612903,1.5993548387096774
Himachal Pradesh,3,2020,10.6,19.41,65.18032258064515,3.9287096774193544
Himachal Pradesh,3,2021,15.49,24.33,37.99967741935484,0.8406451612903225
Himachal Pradesh,3,2022,14.66,25.06,47.372258064516124,0.08548387096774193
Himachal Pradesh,3,2023,14.98,21.29,55.71806451612903,2.925806451612903
Himachal Pradesh,3,2024,9.4,25.01,50.02516129032258,2.9167741935483873
Himachal Pradesh,4,2019,17.08,28.17,44.031,1.2703333333333333
Himachal Pradesh,4,2020,16.68,26.11,53.984,2.3786666666666667
Himachal Pradesh,4,2021,17.77,28.03,34.2,2.4853333333333336
Himachal Pradesh,4,2022,24.26,31.23,27.321666666666665,0.10400000000000001
Himachal Pradesh,4,2023,15.7,27.1,49.80366666666667,3.3863333333333334
Himachal Pradesh,4,2024,19.49,26.38,40.736999999999995,1.162
Himachal Pradesh,5,2019,24.92,32.74,34.91677419354839,1.1751612903225805
Himachal Pradesh,5,2020,23.05,31.72,44.49354838709677,2.991612903225806
Himachal Pradesh,5,2021,23.73,30.52,40.50322580645161,2.702258064516129
Himachal Pradesh,5,2022,22.2,33.2,33.09548387096774,2.5606451612903225
Himachal Pradesh,5,2023,17.01,30.39,49.63741935483871,4.421935483870967
Himachal Pradesh,5,2024,21.06,33.9,30.298709677419353,0.46354838709677415
Himachal Pradesh,6,2019,26.31,35.12,34.66566666666667,1.963
Himachal Pradesh,6,2020,23.49,31.56,52.495666666666665,3.918
Himachal Pradesh,6,2021,24.76,33.17,48.83566666666666,4.218666666666667
Himachal Pradesh,6,2022,26.11,33.38,37.825,3.3459999999999996
Himachal Pradesh,6,2023,21.57,30.16,60.16733333333333,5.434
Himachal Pradesh,6,2024,29.04,35.11,33.58266666666667,2.554333333333333
Himachal Pradesh,7,2019,24.82,32.92,68.03451612903227,8.813225806451612
Himachal Pradesh,7,2020,25.14,31.3,72.46129032258065,9.41741935483871
Himachal Pradesh,7,2021,24.82,32.11,69.56741935483872,11.048709677419355
Himachal Pradesh,7,2022,24.27,28.78,81.26322580645162,15.816451612903226
Himachal Pradesh,7,2023,24.58,27.65,83.8474193548387,17.27064516129032
Himachal Pradesh,7,2024,25.97,30.99,74.36451612903227,10.03967741935484
Himachal Pradesh,8,2019,23.41,26.66,82.87870967741935,10.584516129032258
Himachal Pradesh,8,2020,23.84,27.58,85.32354838709676,9.658709677419356
Himachal Pradesh,8,2021,24.06,26.42,80.97806451612904,6.493225806451613
Himachal Pradesh,8,2022,24.01,26.7,87.3367741935484,8.925161290322581
Himachal Pradesh,8,2023,23.2,26.48,89.62032258064517,14.208064516129031
Himachal Pradesh,8,2024,24.01,27.17,86.81612903225808,11.93483870967742
Himachal Pradesh,9,2019,21.31,25.66,81.438,4.777333333333333
Himachal Pradesh,9,2020,22.49,25.61,74.365,0.781
Himachal Pradesh,9,2021,22.46,25.02,83.725,7.788666666666667
Himachal Pradesh,9,2022,21.65,24.91,85.52733333333335,8.506333333333334
Himachal Pradesh,9,2023,22.2,25.23,83.001,2.384333333333333
Himachal Pradesh,9,2024,22.93,26.24,85.119,6.825666666666666
Himachal Pradesh,10,2019,17.9,21.22,64.25935483870968,0.28612903225806446
Himachal Pradesh,10,2020,18.66,24.27,41.91935483870968,0.0006451612903225806
Himachal Pradesh,10,2021,17.31,24.11,70.61290322580645,1.3035483870967743
Himachal Pradesh,10,2022,17.75,23.58,73.25419354838711,1.2883870967741935
Himachal Pradesh,10,2023,17.02,22.66,69.20096774193549,0.967741935483871
Himachal Pradesh,10,2024,20.53,23.58,66.88000000000001,0.07483870967741936
Himachal Pradesh,11,2019,12.13,19.43,57.095,1.2406666666666666
Himachal Pradesh,11,2020,11.67,19.76,42.36166666666667,0.995
Himachal Pradesh,11,2021,14.2,18.35,48.594,0.018333333333333333
Himachal Pradesh,11,2022,13.34,19.66,62.516,0.23033333333333336
Himachal Pradesh,11,2023,14.26,19.59,61.019,0.4346666666666667
Himachal Pradesh,11,2024,14.25,20.61,55.822,0.0
Himachal Pradesh,12,2019,6.34,14.22,50.47161290322581,1.0870967741935484
Himachal Pradesh,12,2020,7.37,16.86,42.060967741935485,0.5593548387096774
Himachal Pradesh,12,2021,7.11,16.24,51.836451612903225,0.3203225806451613
Himachal Pradesh,12,2022,9.74,14.96,55.70516129032258,0.06387096774193549
Himachal Pradesh,12,2023,10.57,15.46,53.52870967741935,0.12838709677419355
Himachal Pradesh,12,2024,8.56,15.17,47.609032258064516,1.3216129032258064
Jammu and Kashmir,1,2019,-26.66,-12.68,84.71903225806452,2.3029032258064515
Jammu and Kashmir,1,2020,-26.94,-11.01,84.93774193548387,2.849677419354838
Jammu and Kashmir,1,2021,-25.41,-13.64,80.96064516129033,2.075483870967742
Jammu and Kashmir,1,2022,-26.54,-11.84,85.68645161290323,3.088709677419355
Jammu and Kashmir,1,2023,-24.6,-11.06,77.3258064516129,2.464193548387097
Jammu and Kashmir,1,2024,-14.08,-9.46,56.38935483870968,0.3125806451612903
Jammu and Kashmir,1,2025,-23.28,-11.25,76.71064516129033,0.2906451612903226
Jammu and Kashmir,2,2019,-22.67,-10.77,84.60785714285714,3.260357142857143
Jammu and Kashmir,2,2020,-24.61,-9.35,83.54793103448276,0.2831034482758621
Jammu and Kashmir,2,2021,-21.69,-10.42,82.38214285714285,0.5857142857142856
Jammu and Kashmir,2,2022,-22.24,-10.25,80.14142857142858,1.695
Jammu and Kashmir,2,2023,-20.32,-10.18,81.36642857142859,0.9678571428571429
Jammu and Kashmir,2,2024,-24.55,-10.9,82.01655172413793,2.6886206896551723
Jammu and Kashmir,3,2019,-17.63,-5.09,79.54516129032258,1.4229032258064516
Jammu and Kashmir,3,2020,-16.21,-7.48,80.7258064516129,3.6190322580645162
Jammu and Kashmir,3,2021,-16.29,-4.82,82.18451612903225,1.5393548387096774
Jammu and Kashmir,3,2022,-16.05,-3.48,75.54451612903226,0.2509677419354839
Jammu and Kashmir,3,2023,-13.51,-5.86,79.37548387096774,1.7216129032258063
Jammu and Kashmir,3,2024,-20.44,-4.17,79.90967741935484,3.6348387096774197
Jammu and Kashmir,4,2019,-7.75,0.63,68.93766666666667,0.7093333333333334
Jammu and Kashmir,4,2020,-12.56,-0.53,75.81666666666666,1.2026666666666666
Jammu and Kashmir,4,2021,-12.38,-1.95,72.68299999999999,2.847666666666667
Jammu and Kashmir,4,2022,-3.9,1.65,60.382666666666665,0.39599999999999996
Jammu and Kashmir,4,2023,-11.13,-1.86,68.98433333333334,2.7963333333333336
Jammu and Kashmir,4,2024,-11.84,-2.29,72.04266666666668,2.742
Jammu and Kashmir,5,2019,-3.56,3.86,63.35387096774193,1.0264516129032257
Jammu and Kashmir,5,2020,-3.79,3.81,66.4932258064516,0.8487096774193549
Jammu and Kashmir,5,2021,-3.27,4.23,67.63580645161291,1.4225806451612903
Jammu and Kashmir,5,2022,-0.33,5.18,57.32774193548387,0.8561290322580646
Jammu and Kashmir,5,2023,-6.99,3.11,67.26967741935485,2.472258064516129
Jammu and Kashmir,5,2024,-7.13,5.09,59.51516129032258,0.5035483870967742
Jammu and Kashmir,6,2019,1.03,5.8,63.12066666666667,1.0066666666666666
Jammu and Kashmir,6,2020,1.49,7.79,65.59666666666666,0.9243333333333333
Jammu and Kashmir,6,2021,1.66,8.18,61.693,1.0603333333333333
Jammu and Kashmir,6,2022,1.6,12.18,56.88866666666667,1.6280000000000001
Jammu and Kashmir,6,2023,-0.45,11.26,64.47633333333333,1.113
Jammu and Kashmir,6,2024,1.25,10.84,63.075,0.715
Jammu and Kashmir,7,2019,5.33,12.72,56.05516129032258,1.3216129032258064
Jammu and Kashmir,7,2020,4.35,10.1,63.85258064516129,1.0570967741935484
Jammu and Kashmir,7,2021,5.69,15.06,60.40709677419355,1.7380645161290322
Jammu and Kashmir,7,2022,6.9,13.28,61.69096774193549,2.785806451612903
Jammu and Kashmir,7,2023,5.38,12.48,66.57677419354839,2.4525806451612904
Jammu and Kashmir,7,2024,6.87,14.18,58.07645161290323,1.4680645161290322
